,Hotel,Address,Score,Latitude,Longitude
2698,Hotel Galileo,Corso Europa 9 Milan City Center 20122 Milan Italy,7.9,45.4642651,9.1960569
2700,Qualys Hotel Nasco,Corso Sempione 69 Fiera Milano City 20149 Milan Italy,8.2,45.4848809,9.1596461
2707,Swiss tel Amsterdam,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,8.5,52.3735266,4.8933041
2712,Best Western Premier Hotel Couture,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,8.7,52.3511137,4.8411629
2716,NH Amsterdam Noord,Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,8.2,52.3923684,4.9110442
2726,Best Western PLUS Epping Forest,Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,7.5,51.603207,0.010607
2766,Millennium Copthorne Hotels at Chelsea Football Club,Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS United Kingdom,8.2,51.481663,-0.1909565
2781,Avenida Palace,Gran Via 605 Eixample 08007 Barcelona Spain,8.4,41.3891168,2.1671986
2784,Grupotel Gran Via 678,Gran Via de les Corts Catalanes 678 Eixample 08010 Barcelona Spain,8.4,41.392344,2.1729157
2799,Hotel Vienna,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,8.1,48.2196722,16.3863588
2800,London Marriott Hotel Grosvenor Square,Grosvenor Square Westminster Borough London W1K 6JP United Kingdom,7.9,51.511579,-0.1500193
2802,Rainers Hotel Vienna,Gudrunstra e 184 10 Favoriten 1100 Vienna Austria,8.2,48.1791893,16.3625367
2803,Pol Grace Hotel,Guillem Tell 49 Sarri St Gervasi 08006 Barcelona Spain,8.8,41.4017465,2.1477365
2804,Austria Trend Hotel Bosei Wien,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria,8.3,48.1629737,16.3404024
2812,Hilton Vienna Danube Waterfront,Handelskai 269 02 Leopoldstadt 1020 Vienna Austria,8.4,48.2140659,16.4217627
2814,Hotel 55,Hanger Lane Ealing London W5 3HL United Kingdom,8.5,51.5213303,-0.2915052
2819,The Harmonie Vienna,Harmoniegasse 5 7 09 Alsergrund 1090 Vienna Austria,9.2,48.2199427,16.3598984
2823,The Hoxton Amsterdam,Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,9.3,52.3718665,4.8873794
2824,Radisson Blu Style Hotel Vienna,Herrengasse 12 01 Innere Stadt 1010 Vienna Austria,8.4,48.2101211,16.3655537
2825,Hilton Garden Inn Vienna South,Hertha Firnberg Stra e 5 10 Favoriten 1100 Vienna Austria,8.1,48.1667886,16.344908
2836,The Lanesborough,Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom,9.4,51.50303,-0.15242
2840,Bilderberg Hotel Jan Luyken,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,8.3,52.3599196,4.8810128
2841,Aparthotel Atenea Barcelona,Joan G ell 207 211 Les Corts 08028 Barcelona Spain,8,41.3862689,2.1291786
2848,Grand Hotel Wien,K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,9,48.2021105,16.3720841
2853,Renaissance Amsterdam Hotel,Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,8,52.377955,4.894641
2856,Great Northern Hotel A Tribute Portfolio Hotel London,King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,8.9,51.531427,-0.126133
2905,London Elizabeth Hotel,Lancaster Terrace Hyde Park Westminster Borough London W2 3PF United Kingdom,7,51.5120219,-0.1762414
2908,Eurostars Embassy,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,8.4,48.1964001,16.3958668
2912,Royal Ramblas,Las Ramblas 117 Ciutat Vella 08002 Barcelona Spain,8.4,41.3842838,2.1707092
2925,London Marriott Hotel County Hall,London County Hall Westminster Bridge Road Lambeth London SE1 7PB United Kingdom,8.5,51.5016102,-0.1191545
2927,Hotel Derby,Loreto 21 25 Les Corts 08029 Barcelona Spain,8,41.3897735,2.1419762
2928,Jumeirah Lowndes Hotel,Lowndes Street Kensington and Chelsea London SW1X 9ES United Kingdom,8.6,51.4993652,-0.1576613
2929,Catalonia Magdalenes,Magdalenes 13 15 Ciutat Vella 08002 Barcelona Spain,9.4,41.3861283,2.1745291
2930,Expo Hotel Barcelona,Mallorca 1 23 Sants Montju c 08014 Barcelona Spain,7.6,41.3792053,2.1427989
2932,The Corner Hotel,Mallorca 178 Eixample 08036 Barcelona Spain,9.3,41.3890578,2.1565948
2934,Hotel Balmes,Mallorca 216 Eixample 08008 Barcelona Spain,8.5,41.3910621,2.1593373
2940,Falkensteiner Hotel Wien Margareten,Margareteng rtel 142 05 Margareten 1050 Vienna Austria,8.9,48.1868107,16.3440157
2941,Hotel Corvinus,Mariahilfer Stra e 57 59 06 Mariahilf 1060 Vienna Austria,8.5,48.1990335,16.3525051
2942,Hotel Arts Barcelona,Marina 19 21 08005 Barcelona Spain,8.8,41.3865424,2.1969665
2943,Leonardo Hotel Vienna,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria,8.1,48.1945297,16.340327
2944,JUFA Hotel Wien,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,8.5,48.1756283,16.4200957
2957,INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,8.9,52.3754926,4.8929878
2967,Mercure Hotel Amsterdam Centre Canal District,Noorderstraat 46 Amsterdam City Center 1017 TV Amsterdam Netherlands,8.2,52.3611852,4.8936341
2977,Ham Yard Hotel,One Ham Yard Westminster Borough London W1D 7DT United Kingdom,9.5,51.511174,-0.1349904
2982,Luxury Suites Amsterdam,Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,9.3,52.3702613,4.9032489
2983,Sir Adam Hotel,Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands,9,52.3840358,4.9028572
2984,Sall s Hotel Pere IV,Pallars 128 130 Sant Mart 08018 Barcelona Spain,7.9,41.3969273,2.192267
2985,Hampton by Hilton Amsterdam Centre East,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,8.4,52.3714428,4.9346331
2986,Grosvenor House A JW Marriott Hotel,Park Lane Westminster Borough London W1K 7TN United Kingdom,7.9,51.5082019,-0.1545589
2987,Hotel Am Parkring,Parkring 12 01 Innere Stadt 1010 Vienna Austria,9,48.2056333,16.3778615
2989,Condes de Barcelona,Paseo de Gracia 73 Eixample 08008 Barcelona Spain,8.7,41.3935497,2.1627098
2991,Monument Hotel,Paseo de Gracia 75 Eixample 08008 Barcelona Spain,9.3,41.3939082,2.1622556
2992,Occidental Atenea Mar Adults Only,Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain,8.2,41.4023621,2.2119049
2997,H10 Casa Mimosa 4 Sup,Pau Claris 179 Eixample 08037 Barcelona Spain,9.6,41.3962106,2.1621171
3003,Glam Milano,Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,8.8,45.4838504,9.2034067
3005,Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3 Milan City Center 20122 Milan Italy,8.6,45.4638223,9.1940273
3007,Hotel Mozart,Piazza Gerusalemme 6 Sempione 20154 Milan Italy,8,45.4834133,9.1666361
3009,Best Western Plus Hotel Galles,Piazza Lima 2 Central Station 20124 Milan Italy,8.5,45.4805847,9.2117326
3014,Hotel Michelangelo,Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,8.4,45.4845143,9.2057532
3015,Hotel Mercure Milano Centro,Piazza Oberdan 12 Milan City Center 20129 Milan Italy,8.4,45.4747809,9.2059385
3021,Silken Ramblas,Pintor Fortuny 13 Ciutat Vella 08001 Barcelona Spain,7.9,41.3830117,2.1700699
3025,H10 Urquinaona Plaza,Pla a Urquinaona 2 Eixample 08010 Barcelona Spain,9.1,41.3892128,2.1726015
3045,The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom,9.3,51.517876,-0.1440647
3082,NH Collection Barcelona Gran Hotel Calder n,Rambla Catalunya 26 Eixample 08007 Barcelona Spain,8.8,41.3894654,2.1662651
3083,H10 Metropolitan 4 Sup,Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain,9.2,41.3875467,2.1673975
3085,Barcel Raval,Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,8.4,41.3790126,2.1696339
3086,Ilunion Barcelona,Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain,7.9,41.3989322,2.2024183
3088,Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain,8.8,41.3896916,2.1798661
3090,Royal Amsterdam Hotel,Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,7.4,52.3657281,4.8972883
3093,Austria Trend Hotel Doppio Wien,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,8.7,48.1854312,16.404884
3107,Appartement Hotel an der Riemergasse,Riemergasse 8 01 Innere Stadt 1010 Vienna Austria,9.2,48.2071576,16.3765913
3108,The Wittmore Adults Only,Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,9.4,41.380939,2.1796095
3110,Catalonia Eixample 1864,Roger de Ll ria 60 Eixample 08009 Barcelona Spain,8.3,41.393599,2.1684151
3112,Negresco Princess 4 Sup,Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,8.9,41.3905166,2.1725643
3114,Vincci Gala,Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,8.9,41.3895263,2.1747136
3115,Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain,8.7,41.4047382,2.1727127
3116,Evenia Rossello,Rossello 191 Eixample 08036 Barcelona Spain,8.2,41.3920254,2.1554675
3118,Hotel Lam e,Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,8.7,48.2102677,16.3741269
3135,K K Palais Hotel,Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,8.6,48.2138096,16.3714293
3136,Catalonia Rigoletto,Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,8.6,41.385817,2.1256789
3137,Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,8.8,41.3976233,2.188975
3140,Hyatt Regency Amsterdam,Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,8.8,52.3617751,4.9118187
3154,Falkensteiner Hotel Wien Zentrum Schottenfeld,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,8.3,48.2048494,16.343618
3155,Hilton Vienna Plaza,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,8.6,48.2155236,16.3646858
3165,Sloane Square Hotel,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,8.2,51.4927325,-0.1573708
3170,Austria Trend Hotel Ananas Wien,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,8.2,48.1915401,16.3546263
3171,Hotel Zeitgeist Vienna Hauptbahnhof,Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,8.7,48.1829645,16.3776709
3173,AZIMUT Hotel Vienna,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,8.2,48.1834787,16.3762765
3198,Grange Holborn Hotel,Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,8.4,51.519616,-0.1218432
3207,W Amsterdam,Spuistraat 175 Amsterdam City Center 1012 VN Amsterdam Netherlands,8.4,52.3727871,4.8900059
3212,The Stafford London,St James s Place Westminster Borough London SW1A 1NJ United Kingdom,9.1,51.5059087,-0.1403795
3248,The Savoy,Strand Westminster Borough London WC2R 0EU United Kingdom,9.4,51.5111922,-0.1194006
3249,The May Fair Hotel,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,8.4,51.5078943,-0.1436707
3256,Holiday Inn London Brent Cross,Tilling Road London NW2 1LP United Kingdom,7.9,51.5731061,-0.2233332
3268,Imperial Riding School Renaissance Vienna Hotel,Ungargasse 60 03 Landstra e 1030 Vienna Austria,8.1,48.1966396,16.3863822
3269,Sunotel Club Central,Valencia 157 Eixample 08011 Barcelona Spain,8.2,41.38793,2.1568061
3274,Andreola Central Hotel,Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,8.3,45.4836517,9.2078581
3276,Hotel Cavour,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,8.5,45.4726942,9.1943911
3277,Best Western Plus Hotel Felice Casati,Via Felice Casati 18 Central Station 20124 Milan Italy,8.4,45.4787357,9.2041131
3284,Windsor Hotel Milano,Via Galileo Galilei 2 Central Station 20124 Milan Italy,8.5,45.4794587,9.1951427
3286,Acca Palace,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,8.5,45.5099969,9.1739942
3287,Sina De La Ville,Via Hoepli 6 Milan City Center 20121 Milan Italy,8.2,45.465957,9.192297
3289,Exe Laietana Palace,Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,7.9,41.3833541,2.1794038
3290,Ilunion Almirante,Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,7.1,41.3860521,2.176157
3292,Ohla Barcelona,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,9,41.3870479,2.174336
3294,NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124 Milan Italy,8.4,45.4776167,9.2016244
3297,UNA Maison Milano,Via Mazzini 4 Milan City Center 20123 Milan Italy,9.3,45.4633289,9.1884242
3303,Colombia,Via Roberto Lepetit 15 Central Station 20124 Milan Italy,8.3,45.4829817,9.2041911
3304,Antares Hotel Rubens,Via Rubens 21 San Siro 20148 Milan Italy,8.5,45.4670579,9.1427822
3306,Hotel Santa Marta Suites,Via Santa Marta 4 Milan City Center 20123 Milan Italy,9.2,45.4630441,9.183607
3307,Senato Hotel Milano,Via Senato 22 Milan City Center 20121 Milan Italy,9,45.4714062,9.1965303
3314,Nhow Milan,Via Tortona 35 Navigli 20144 Milan Italy,8.6,45.4510425,9.1606536
3315,Holiday Inn Milan Garibaldi Station,Via Ugo Bassi 1 A Ang Via C Farini Garibaldi Station 20159 Milan Italy,8.3,45.488764,9.183057
3316,Milan Marriott Hotel,Via Washington 66 Fiera Milano City 20146 Milan Italy,7.6,45.4611287,9.1542675
3318,ADI Doria Grand Hotel,Viale Andrea Doria 22 Central Station 20124 Milan Italy,8.3,45.4853717,9.2115837
3320,Best Western Hotel Mirage,Viale Certosa 104 106 Certosa 20156 Milan Italy,8.5,45.4947129,9.1418864
3325,Novotel Milano Nord Ca Granda,Viale Suzzani 13 Bicocca Zara 20162 Milan Italy,7.8,45.506502,9.1965192
3326,Best Western Hotel St George,Viale Tunisia 9 Central Station 20124 Milan Italy,8.1,45.4770906,9.2054208
3329,Hotel Vondel Amsterdam,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,8,52.3625662,4.8779225
3332,NH Danube City,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,8.4,48.2353789,16.4219737
3333,ARCOTEL Kaiserwasser Superior,Wagramer Stra e 8 22 Donaustadt 1220 Vienna Austria,8.6,48.231915,16.417026
3334,Mercure Hotel Raphael Wien,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,8.5,48.1919288,16.3391395
3393,Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon London SW19 4UE United Kingdom,8.4,51.4242413,-0.2293503
3397,Corinthia Hotel London,Whitehall Place Westminster Borough London SW1A 2BD United Kingdom,9.4,51.5045583,-0.1262584
3404,Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria,8.8,48.1953229,16.3672882
3405,Suite Hotel 900 m zur Oper,Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,8,48.1935235,16.3669145
3439,Atlantis Hotel Vienna,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria,8.1,48.2037451,16.3356767
3446,Select Hotel,1 Place De La Sorbonne 5th arr 75005 Paris France,8.9,48.8483053,2.3425596
3457,Le Parisis Paris Tour Eiffel,102 Bd De Grenelle 15th arr 75015 Paris France,8.6,48.8494851,2.2955063
3460,H tel Regina Op ra Grands Boulevards,11 Bis rue Mazagran 10th arr 75010 Paris France,7.9,48.8708508,2.3515882
3461,H tel Duo,11 Rue Du Temple 4th arr 75004 Paris France,8.6,48.8581186,2.3529369
3471,Best Western Premier Louvre Saint Honor ,141 rue St Honor 1st arr 75001 Paris France,8.1,48.861711,2.340674
3480,Le Tourville Eiffel,16 avenue de Tourville 7th arr 75007 Paris France,8.8,48.8542681,2.3078116
3484,Best Western Op ra Batignolles,165 rue de Rome 17th arr 75017 Paris France,7.6,48.8870573,2.3143297
3486,Hotel La Place,17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,7.6,51.5215257,-0.1533039
3489,Novotel Paris Centre Gare Montparnasse,17 Rue Du Cotentin 15th arr 75015 Paris France,8.1,48.838484,2.3150904
3494,Mercure Paris Alesia,185 Boulevard Brune 14th arr 75014 Paris France,8.4,48.8237487,2.324056
3495,Hotel Maison Ath n e,19 Rue De Caumartin 9th arr 75009 Paris France,8.8,48.8713421,2.3280723
3496,H tel Ad le Jules,2 4bis Cit Rougemont 9th arr 75009 Paris France,9.1,48.8721062,2.3451384
3504,Villa Opera Drouot,2 rue Geoffroy Marie 9th arr 75009 Paris France,8.4,48.8732231,2.3436097
3517,Montfleuri,21 Avenue De La Grande Arm e 16th arr 75016 Paris France,8.2,48.8747153,2.2906388
3521,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,22 Rue Danielle Casanova 1st arr 75002 Paris France,8.8,48.8681455,2.3313064
3522,Hotel Parc Saint Severin Esprit de France,22 Rue de La Parcheminerie 5th arr 75005 Paris France,9.1,48.8518584,2.3447798
3529,Le Pavillon de la Reine Spa,28 place des Vosges 3rd arr 75003 Paris France,9.2,48.8562725,2.3660412
3532,San Domenico House,29 31 Draycott Place Kensington and Chelsea London SW3 2SH United Kingdom,9,51.4917798,-0.1616049
3533,Grand Pigalle Hotel,29 rue Victor Mass 9th arr 75009 Paris France,9.1,48.880856,2.3375085
3535,H tel Recamier,3 Bis Place Saint Sulpice 6th arr 75006 Paris France,9,48.8503493,2.3344305
3538,Mercure Paris Montmartre Sacr Coeur,3 Rue Caulaincourt 18th arr 75018 Paris France,8.4,48.8852794,2.3301021
3544,Holiday Inn Paris Op ra Grands Boulevards,30 32 Boulevard Poissonni re 9th arr 75009 Paris France,8.2,48.8715469,2.3439622
3550,Acad mie H tel Saint Germain,32 rue des Saints P res 7th arr 75007 Paris France,9,48.855263,2.3305901
3551,H tel D Aubusson,33 Rue Dauphine 6th arr 75006 Paris France,9.4,48.8547329,2.3395277
3558,H tel Le Walt,37 Avenue De La Motte Picquet 7th arr 75007 Paris France,8.8,48.8547161,2.306642
3562,Edouard 7 Paris Op ra,39 Avenue de l Op ra 2nd arr 75002 Paris France,9.1,48.8683133,2.3330851
3564,Novotel Suites Paris Expo Porte de Versailles,4 Boulevard Brune 14th arr 75014 Paris France,8.8,48.827388,2.305478
3565,K K H tel Cayr Saint Germain des Pr s,4 Boulevard Raspail 7th arr 75007 Paris France,8.4,48.8553117,2.3254628
3567,Holiday Inn Paris Notre Dame,4 rue Danton 6th arr 75006 Paris France,8.3,48.8528427,2.3422256
3570,Best Western Aulivia Op ra,4 Rue des Petites Ecuries 10th arr 75010 Paris France,7.8,48.8730552,2.3540112
3575,H tel Concorde Montparnasse,40 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,7.9,48.8381079,2.318669
3581,Elys es R gencia,41 Avenue Marceau 16th arr 75016 Paris France,8.2,48.8686434,2.2984054
3583,Hotel le Lapin Blanc,41 boulevard Saint Michel 5th arr 75005 Paris France,9.1,48.8491801,2.3423357
3602,La Maison Favart,5 Rue Marivaux 2nd arr 75002 Paris France,9.2,48.870808,2.3372737
3603,Le Pradey,5 Rue Saint Roch 1st arr 75001 Paris France,8.8,48.8645309,2.3315532
3613,The Chess Hotel,6 rue du Helder 9th arr 75009 Paris France,8.7,48.8716017,2.3349768
3614,B Montmartre,6 Rue Lecluse 17th arr 75017 Paris France,9.2,48.883631,2.3257643
3618,Hotel Des Saints Peres Esprit de France,65 rue des Saints P res 6th arr 75006 Paris France,8.8,48.8534026,2.3299043
3629,Radisson Blu Champs Elys es Paris,78 Bis Avenue Marceau 8th arr 75008 Paris France,7.4,48.8719212,2.2971404
3631,Chambiges Elys es,8 rue Chambiges 8th arr 75008 Paris France,8.9,48.8668048,2.3039465
3635,Novotel Paris Centre Bercy,85 Rue De Bercy 12th arr 75012 Paris France,8.3,48.8384558,2.3805885
3638,Golden Tulip Opera de Noailles,9 rue de la Michodi re 2nd arr 75002 Paris France,8.6,48.8696173,2.3346428
3639,Holiday Inn Paris Saint Germain des Pr s,92 rue de Vaugirard 6th arr 75006 Paris France,8.1,48.846837,2.3258066
3641,Rochester Champs Elysees,92 Rue La Boetie 8th arr 75008 Paris France,8.5,48.8724945,2.3091549
3642,Hotel d Orsay Esprit de France,93 Rue de Lille 7th arr 75007 Paris France,9.1,48.8603599,2.3230778
3645,H tel Waldorf Trocad ro,97 rue Lauriston 16th arr 75016 Paris France,8.5,48.8672694,2.2878666
3654,Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,8.4,48.204183,16.3726664
3656,Catalonia Catedral,Arcs 10 Ciutat Vella 08002 Barcelona Spain,9.2,41.3846637,2.1740902
3657,Axel Hotel Barcelona Urban Spa Adults Only,Aribau 33 Eixample 08011 Barcelona Spain,8,41.3873478,2.1603987
3665,The Gates Diagonal Barcelona,Avenida Diagonal 205 Sant Mart 08018 Barcelona Spain,8,41.4036219,2.1902808
3667,Wilson Boutique Hotel,Avenida Diagonal 568 Sarri St Gervasi 08021 Barcelona Spain,8.7,41.3944029,2.150194
3670,Hotel Ciutadella Barcelona,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,8.1,41.3837583,2.1846933
3674,Gran Hotel Torre Catalunya,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,8.5,41.3795572,2.1425457
3677,Col n Hotel Barcelona,Avinguda Catedral 7 Ciutat Vella 08002 Barcelona Spain,8.9,41.3849613,2.1756666
3680,Aparthotel Arai 4 Superior,Avinyo 30 Ciutat Vella 08002 Barcelona Spain,9.3,41.3807517,2.1772425
3682,Hotel Ronda Lesseps,Ballester 77 81 Gr cia 08023 Barcelona Spain,7.4,41.408641,2.1478143
3683,Hotel Barcelona Center,Balmes 103 105 Eixample 08008 Barcelona Spain,8.4,41.3917169,2.1592614
3685,Hotel Regina,Bergara 2 4 Eixample 08002 Barcelona Spain,8.5,41.3858891,2.1681652
3688,Hotel Pulitzer,Bergara 8 Eixample 08002 Barcelona Spain,8.8,41.386136,2.1682914
3700,Boscolo Milano Autograph Collection,Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,7.9,45.46676,9.194293
3701,Mokinba Hotels King,Corso Magenta 19 Milan City Center 20123 Milan Italy,7.3,45.4656023,9.1778675
3704,Tryp Barcelona Condal Mar Hotel,Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,8.1,41.4126508,2.2090895
3715,Hotel Amsterdam De Roode Leeuw,Damrak 93 94 Amsterdam City Center 1012 LP Amsterdam Netherlands,7.9,52.373704,4.893591
3729,Eurostars Cristal Palace,Diputaci 257 Eixample 08007 Barcelona Spain,8.2,41.3897945,2.1660575
3730,HCC St Moritz,Diputaci 262 264 Eixample 08007 Barcelona Spain,8.3,41.3908486,2.1680745
3731,Petit Palace Museum,Diputacion 250 Eixample 08007 Barcelona Spain,8.6,41.3888014,2.1653738
3735,Austria Trend Hotel Lassalle Wien,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,8.1,48.2273013,16.4001791
3736,H10 Art Gallery 4 Sup,Enric Granados 62 64 Eixample 08008 Barcelona Spain,8.8,41.392018,2.157066
3738,NH Hesperia Barcelona del Mar,Espronceda 6 Sant Mart 08005 Barcelona Spain,8.2,41.4014399,2.2100745
3740,Savoy Hotel Amsterdam,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,6.4,52.3497431,4.8911908
3741,Hotel Okura Amsterdam,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,8.9,52.3487635,4.8938829
3743,Mercure Wien Zentrum,Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,8.3,48.2114087,16.3746469
3744,Crowne Plaza Amsterdam South,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,9,52.3357326,4.8743947
3745,Hotel Well and Come,Girona 158 Eixample 08037 Barcelona Spain,9,41.3991773,2.1656134
3751,Silken Gran Hotel Havana,Gran V a de Les Corts Catalanes 647 Eixample 08010 Barcelona Spain,8.5,41.3927101,2.1722139
3758,Acta Atrium Palace,Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,8.5,41.390913,2.1706981
3762,FourSide Hotel Vienna City Center,Grieshofgasse 11 12 Meidling 1120 Vienna Austria,8.1,48.1825159,16.3322428
3769,Steigenberger Hotel Herrenhof,Herrengasse 10 01 Innere Stadt 1010 Vienna Austria,9,48.2097958,16.3658705
3774,Courtyard by Marriott Amsterdam Arena Atlas,Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,8.4,52.3101182,4.9472918
3779,Holiday Inn Amsterdam Arena Towers,Hoogoorddreef 66 Zuidoost 1101 BE Amsterdam Netherlands,8.4,52.3096835,4.9422614
3787,Hollmann Beletage Design Boutique,K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria,9.3,48.2105156,16.3760717
3794,Ozo Hotel,Karspeldreef 2 Zuidoost 1101 CJ Amsterdam Netherlands,7.6,52.3047669,4.9476868
3797,The Toren,Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,9.4,52.3758754,4.8859642
3799,Hotel Serhs Rivoli Rambla,La Rambla 128 Ciutat Vella 08002 Barcelona Spain,8.1,41.3843222,2.1712893
3804,BEST WESTERN PLUS Amedia Wien,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria,8.4,48.1923791,16.3994512
3815,Vincci Maritimo,Llull 340 Sant Mart 08019 Barcelona Spain,8.3,41.4082054,2.2124626
3818,Room Mate Carla,Mallorca 288 Eixample 08037 Barcelona Spain,8.9,41.3962658,2.1662153
3821,NH Collection Wien Zentrum,Mariahilfer Stra e 78 07 Neubau 1070 Vienna Austria,8.9,48.1979979,16.3483314
3822,Aparthotel Mariano Cubi Barcelona,Mariano Cubi 62 64 Sarri St Gervasi 08006 Barcelona Spain,8.3,41.3982129,2.1494179
3829,Pakat Suites Hotel,Mommsengasse 5 04 Wieden 1040 Vienna Austria,8.6,48.19183,16.3770876
3831,ARCOTEL Wimberger,Neubaug rtel 34 36 07 Neubau 1070 Vienna Austria,8.2,48.2006001,16.3386333
3832,Acta CITY47,Nicaragua 47 Sants Montju c 08029 Barcelona Spain,8.1,41.383515,2.1407396
3833,NH Collection Amsterdam Doelen,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,8.8,52.3681919,4.8957609
3836,Hotel Die Port van Cleve,Nieuwezijds Voorburgwal 176 180 Amsterdam City Center 1012 SJ Amsterdam Netherlands,8,52.3741426,4.8907741
3850,Mercure Hotel Amsterdam West,Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,7.8,52.3375677,4.8178172
3859,Vienna Marriott Hotel,Parkring 12a 01 Innere Stadt 1010 Vienna Austria,8.2,48.2050967,16.3770928
3866,Eurostars Bcn Design,Passeig de Gr cia 29 Eixample 08007 Barcelona Spain,8.3,41.3907208,2.1660732
