,Hotel,City,Reviews,Date,Score,Aspect,Sentiment
9819,Catalonia Atenas,"Barcelona, Spain", Third floor room on a very busy noisy road made it difficult to sleep ,7/29/2017,5.8,"[(""Third"",""room""), (""room"",""floor""), (""very busy"",""road""), (""noisy"",""road""), (""made"",""room"")]","{'room': [0, 0], 'floor': [0, 0], 'road': [0, -0.1779]}"
9820,Tryp Barcelona Apolo Hotel,"Barcelona, Spain", The hotel is quite dated The room was adequate but also quite dated There was construction going on The online photos showed a huge gym facility but it s actually 2 blocks away outside the hotel Generally the experience was disappointing ,7/29/2017,4.2,"[(""quite dated"",""hotel""), (""adequate"",""room""), (""quite dated"",""room""), (""was"",""construction""), (""online"",""photos""), (""showed"",""photos""), (""showed"",""facility""), (""huge"",""facility""), (""facility"",""gym""), (""generally disappointing"",""experience"")]","{'room': [0.2263, 0], 'hotel': [0, 0], 'photos': [0, 0], 'gym': [0, 0], 'experience': [0, -0.4939], 'facility': [0.3182, 0], 'construction': [0, 0]}"
9821,Tryp Barcelona Apolo Hotel,"Barcelona, Spain", They lost our booking through you I had e mailed them that our trip had changed and we would only be there 1 night instead of two Pre paid for two of course I understood no refund but asked for maybe an upgrade to our room They found the reservation and agreed We would have a nice room It was no better that our two other visits In fact was smaller Construction going on for a remodel project Like the location and service but this time it was not good and would make me not go next trip to Barcelona,7/29/2017,5.0,"[(""changed"",""trip""), (""understood"",""refund""), (""found"",""reservation""), (""have"",""room""), (""nice"",""room""), (""other"",""visits""), (""smaller"",""fact""), (""project"",""remodel""), (""go"",""trip""), (""next"",""trip"")]","{'room': [0.4215, 0], 'fact': [0, 0], 'refund': [0, 0], 'trip': [0, 0], 'visits': [0, 0], 'reservation': [0, 0], 'remodel': [0, 0]}"
9822,Tryp Barcelona Apolo Hotel,"Barcelona, Spain", I m allergic to the dusty and immediately when I entered inside the room I smell it The carpet was partial distroyed A metal stick for the bath towel was broken and the shower was not in the best condition not worth for the price paid ,7/29/2017,4.2,"[(""partial"",""carpet""), (""was"",""shower""), (""best"",""condition""), (""stick"",""metal""), (""towel"",""bath""), (""broken"",""stick"")]","{'bath': [0, 0], 'shower': [0, 0], 'metal': [0, 0], 'carpet': [0, 0], 'condition': [0.6369, 0], 'stick': [0, -0.4767]}"
9823,Megaro Hotel,"London, United Kingdom", Air conditioning controlled from reception First night too hot second night perfect ,7/29/2017,7.1,"[(""controlled"",""conditioning""), (""hot"",""night""), (""second"",""night""), (""too perfect"",""night""), (""First"",""night"")]","{'conditioning': [0, 0], 'night': [0.5719, 0]}"
9824,Hotel De Hallen,"Amsterdam, Netherlands", I knew about this in advance and it was fine for me as I wasn t intending to spend much time relaxing in the room but some people might not like the fact there was no external window The window was onto the foyer which meant keeping the curtains shut for privacy There are sofas in the central lobby though so you could sit and read there as an alternative I ate in the restaurant once and I have to say the food wasn t all that impressive ,7/29/2017,9.2,"[(""much"",""time""), (""like"",""fact""), (""like"",""people""), (""was"",""window""), (""external"",""window""), (""keeping"",""curtains""), (""was"",""window""), (""are"",""sofas""), (""central"",""lobby""), (""that impressive"",""food"")]","{'curtains': [0, 0], 'sofas': [0, 0], 'food': [0.5106, 0], 'fact': [0.3612, 0], 'people': [0.3612, 0], 'lobby': [0, 0], 'time': [0, 0], 'window': [0, 0]}"
9825,Catalonia Plaza Catalunya,"Barcelona, Spain", We thought the staff at the restaurant for breakfast were very nice other than that not so much,7/29/2017,7.9,"[(""very nice"",""staff"")]","{'staff': [0.4754, 0]}"
9826,Catalonia Plaza Catalunya,"Barcelona, Spain", Nothing All was fantastic ,7/29/2017,10.0,[],{}
9827,Hotel Pulitzer,"Barcelona, Spain", It was a little noisy but we were near Las Ramblas intentionally Only minor issue is that doors to room let in hallway noise But it was quiet at night and so we has no trouble sleeping ,7/29/2017,9.6,"[(""minor"",""issue""), (""is"",""issue""), (""let"",""doors""), (""noise"",""hallway""), (""has"",""trouble"")]","{'trouble': [0, 0], 'issue': [0, 0], 'hallway': [0, 0], 'doors': [0, 0]}"
9828,Thistle Holborn The Kingsley,"London, United Kingdom", Given a disabled person s room and didn t like the bathroom with shower curtain,7/29/2017,7.5,"[(""Given"",""room""), (""disabled"",""person""), (""like"",""bathroom""), (""curtain"",""shower"")]","{'room': [0, 0], 'bathroom': [0.3612, 0], 'shower': [0, 0], 'person': [0, 0]}"
9829,Petit Palace Boqueria Garden,"Barcelona, Spain", There was no iron which was strange but when we requested it the staff brought it up in an instant My niece was up in the top bunk and she found the ladder hard to use ,7/29/2017,9.2,"[(""was"",""iron""), (""brought"",""staff""), (""up was"",""niece""), (""top"",""bunk""), (""hard"",""ladder"")]","{'staff': [0, 0], 'ladder': [0, -0.1027], 'iron': [0, 0], 'bunk': [0.2023, 0], 'niece': [0, 0]}"
9830,Holiday Inn London Regent s Park,"London, United Kingdom", Room a touch small,7/29/2017,8.3,"[(""small"",""touch"")]","{'touch': [0, 0]}"
9831,Gran Hotel La Florida,"Barcelona, Spain", Breakfast and room service prices very expensive The hotel is a bit out of the way so there is not a lot of public transport and it stops quite early staff were unable to give us much useful information such as times of services Shuttle bus does not start until 11am and only twice a day and not three times a day as described in booking information City pick up at 6 45pm allowing little time in the city if using this service No tea or coffee making facilities in rooms which you would expect in any hotel ,7/29/2017,8.8,"[(""prices"",""Breakfast""), (""prices"",""room""), (""prices"",""service""), (""is"",""hotel""), (""is"",""lot""), (""public"",""transport""), (""early"",""staff""), (""unable"",""staff""), (""give"",""information""), (""much useful"",""information""), (""booking"",""information""), (""start"",""bus""), (""little"",""time""), (""using"",""service""), (""at allowing"",""time""), (""making"",""facilities"")]","{'room': [0, 0], 'hotel': [0, 0], 'bus': [0, 0], 'service': [0, 0], 'lot': [0, 0], 'facilities': [0, 0], 'Breakfast': [0, 0], 'staff': [0, 0], 'information': [0.4404, 0], 'time': [0, 0], 'transport': [0, 0]}"
9832,Chasse Hotel,"Amsterdam, Netherlands", Our bed was actually two single beds pushed together which was ok but a little awkward when rolling over in the night Our shower head also sprayed water all over the bathroom but when we mentioned this to the staff they fixed it for us very quickly Only thing that could be improved would maybe be having a mini fridge to keep bottles of water etc but this wasn t a big issue ,7/29/2017,9.2,"[(""actually beds"",""bed""), (""single"",""beds""), (""head"",""shower""), (""also sprayed"",""head""), (""sprayed"",""water""), (""maybe having"",""fridge""), (""having"",""thing""), (""mini"",""fridge""), (""keep"",""bottles""), (""etc"",""water""), (""big"",""issue""), (""this"",""issue"")]","{'beds': [0, 0], 'head': [0, 0], 'issue': [0, 0], 'bed': [0, 0], 'water': [0, 0], 'shower': [0, 0], 'fridge': [0, 0], 'thing': [0, 0], 'bottles': [0, 0]}"
9833,Chasse Hotel,"Amsterdam, Netherlands", It would be the perfect place to stay with the addition of a small refrigerator in the room and access to a guest laundry ,7/29/2017,9.2,"[(""It"",""place""), (""perfect"",""place""), (""small"",""refrigerator""), (""laundry"",""guest"")]","{'place': [0.5719, 0], 'refrigerator': [0, 0], 'guest': [0, 0]}"
9834,Chasse Hotel,"Amsterdam, Netherlands", Nothing,7/29/2017,10.0,[],{}
9835,Zenit Borrell,"Barcelona, Spain", The hotel was in a fair location but a bit far from the main metro line L1 so if you plan to be there for 4 5 days be ready to walk every day 1 8 km from and to the metro station There is another one closer Hospital Clinic L5 but it was a bit less useful for us There were some weird noises in the room which we could not determine from where Nothing very disturbing just weird Seemed like some problem with the pipes Not much natural light at least in the room we were We found the bed very hard and had trouble to sleep for the four days we were there ,7/29/2017,7.5,"[(""was"",""hotel""), (""was"",""hotel""), (""fair"",""location""), (""main"",""line""), (""line"",""metro""), (""ready"",""L1""), (""walk"",""km""), (""km"",""day""), (""station"",""metro""), (""less useful"",""L5""), (""were"",""noises""), (""weird"",""noises""), (""just weird"",""Nothing""), (""very disturbing"",""Nothing""), (""much"",""light""), (""natural"",""light""), (""very hard"",""bed""), (""had"",""trouble"")]","{'bed': [0, -0.1761], 'light': [0.3612, 0], 'line': [0, 0], 'location': [0.3182, 0], 'Nothing': [0, -0.7342], 'day': [0, 0], 'trouble': [0, 0], 'hotel': [0, 0], 'L5': [0.3832, 0], 'noises': [0, -0.1779], 'metro': [0, 0], 'km': [0, 0], 'L1': [0.3612, 0]}"
9836,Zenit Borrell,"Barcelona, Spain", The wiew,7/29/2017,8.3,[],{}
9837,Eurostars Monumental,"Barcelona, Spain", Was not the amount of distance that we booked at from a the las ramblers,7/29/2017,5.4,"[(""ramblers"",""amount"")]","{'amount': [0, 0]}"
9838,Hotel Lloyd,"Milan, Italy", Poor wi fi,7/29/2017,7.5,"[(""fi"",""wi"")]","{'wi': [0, 0]}"
9839,Carlyle Brera Hotel,"Milan, Italy", It seems to be a hotel that business people stay Not a bad thing It is a discreet hotel with calm and serious people ,7/29/2017,10.0,"[(""people"",""business""), (""stay"",""people""), (""bad"",""thing""), (""calm"",""people""), (""serious"",""people""), (""It"",""hotel""), (""discreet"",""hotel"")]","{'people': [0.3182, -0.0772], 'thing': [0, -0.5423], 'business': [0, 0], 'hotel': [0, 0]}"
9840,NH Collection Amsterdam Grand Hotel Krasnapolsky,"Amsterdam, Netherlands", Check in and out had lengthy queues bar only opens in the evenings and the cafe opens late morning A few issues with key cards opening the room and high price for extra bed put in the room ,7/29/2017,7.1,"[(""had"",""queues""), (""lengthy"",""queues""), (""only opens"",""bar""), (""opens"",""cafe""), (""late"",""morning""), (""few"",""issues""), (""key"",""cards""), (""opening"",""price""), (""price"",""room""), (""high"",""price""), (""extra"",""bed""), (""put"",""issues"")]","{'room': [0, 0], 'price': [0, 0], 'bed': [0, 0], 'queues': [0, 0], 'cards': [0, 0], 'morning': [0, 0], 'bar': [0, 0], 'issues': [0, 0], 'cafe': [0, 0]}"
9841,NH Collection Amsterdam Grand Hotel Krasnapolsky,"Amsterdam, Netherlands", Nothing,7/29/2017,8.8,[],{}
9842,NH Collection Amsterdam Grand Hotel Krasnapolsky,"Amsterdam, Netherlands", nill,7/29/2017,10.0,[],{}
9843,Park Plaza Victoria Amsterdam,"Amsterdam, Netherlands", Continuing building works inside and outside the hotel ,7/29/2017,7.9,"[(""Continuing"",""works""), (""works"",""building"")]","{'building': [0, 0], 'works': [0, 0]}"
9844,Park Plaza Victoria Amsterdam,"Amsterdam, Netherlands", We were not informed of the building works to the hotel as part of an upgrade programme ,7/29/2017,7.1,"[(""upgrade"",""program"")]","{'program': [0, 0]}"
9845,Park Plaza Victoria Amsterdam,"Amsterdam, Netherlands", No twin beds with view of canal rear view only ,7/29/2017,7.5,"[(""beds"",""twin""), (""only view"",""canal""), (""rear"",""view"")]","{'twin': [0, 0], 'canal': [0, 0], 'view': [0, 0]}"
9846,Hotel Amsterdam De Roode Leeuw,"Amsterdam, Netherlands", The bathroom and shower space was very small The restaurant was being renovated,7/29/2017,8.8,"[(""space"",""bathroom""), (""space"",""shower""), (""very small"",""space""), (""renovated"",""restaurant"")]","{'bathroom': [0, 0], 'space': [0, 0], 'shower': [0, 0], 'restaurant': [0, 0]}"
9847,Swiss tel Amsterdam,"Amsterdam, Netherlands", Not enough drinks available in the room Slightly overpriced for the room itself ,7/29/2017,9.2,"[(""enough"",""drinks""), (""available"",""drinks"")]","{'drinks': [0, 0]}"
9848,Jaz Amsterdam,"Amsterdam, Netherlands", We couldn t regulate the room temperature and it was really cold Also the sink wasn t comfortable at all great looking and super modern but uncomfortable to use ,7/29/2017,9.6,"[(""regulate"",""temperature""), (""temperature"",""room""), (""also comfortable"",""sink"")]","{'room': [0, 0], 'temperature': [0, 0], 'sink': [0.5106, 0]}"
9849,Jaz Amsterdam,"Amsterdam, Netherlands", Even though the hotel knew we ll arrive in a group of three people there were only two towels in the room They brought more when I asked but housekeeping took them away and again left us with two towels for the rest of our stay Shower has touch control sometimes I had to spend a minute to turn it off probably because of wet fingers Mobile app for some reason uses Bluetooth I expected NFC and sometimes fails to open a lock with various error messages ,7/29/2017,9.2,"[(""even knew"",""hotel""), (""were"",""towels""), (""sometimes has"",""Shower""), (""has"",""control""), (""control"",""touch""), (""wet"",""fingers""), (""spend"",""minute""), (""uses"",""app""), (""open"",""lock""), (""various"",""messages""), (""messages"",""error"")]","{'minute': [0, 0], 'hotel': [0, 0], 'Shower': [0, 0], 'towels': [0, 0], 'control': [0, 0], 'app': [0, 0], 'touch': [0, 0], 'fingers': [0, 0], 'messages': [0, 0], 'error': [0, 0], 'lock': [0, 0]}"
9850,Best Western Premier Hotel Couture,"Amsterdam, Netherlands", If the hotel location had been around 4 tram stops closer to the city centre it would have been perfect ,7/29/2017,9.6,"[(""location"",""hotel""), (""tram"",""location""), (""center"",""city"")]","{'hotel': [0, 0], 'city': [0, 0], 'location': [0, 0]}"
9851,Best Western Premier Hotel Couture,"Amsterdam, Netherlands", We don t have any complaints one day thewifi was going on and off for some time but othervise it worked just fine ,7/29/2017,10.0,"[(""have"",""complaints""), (""thewifi"",""day""), (""on going"",""thewifi"")]","{'complaints': [0, 0], 'day': [0, 0], 'thewifi': [0, 0]}"
9852,Graben Hotel,"Vienna, Austria", Nothing ,7/29/2017,9.6,[],{}
9853,Medinaceli,"Barcelona, Spain", We booked a twin but got a double room They moved us the next day though ,7/29/2017,8.8,"[(""booked"",""twin""), (""got"",""room""), (""double"",""room""), (""us"",""day""), (""next"",""day"")]","{'room': [0, 0], 'twin': [0, 0], 'day': [0, 0]}"
9854,Grand Hotel Downtown,"Amsterdam, Netherlands", Dirty bathroom very expensive unflexible early 1100 checkout extremely small never again ,7/29/2017,5.0,"[(""Dirty"",""bathroom""), (""very expensive"",""bathroom""), (""extremely small"",""bathroom""), (""unflexible"",""checkout""), (""early"",""checkout"")]","{'bathroom': [0, -0.4404], 'checkout': [0, 0]}"
9855,Best Western Premier Kaiserhof Wien,"Vienna, Austria", Nothing ,7/29/2017,10.0,[],{}
9856,IH Hotels Milano Ambasciatori,"Milan, Italy", Building and furniture is a little dated but remodeling probably isn t worth the investment Bathroom was too small for two people to use at the same time Other rooms might have been more updated ,7/29/2017,9.2,"[(""dated"",""Building""), (""dated"",""furniture""), (""too small"",""Bathroom""), (""same"",""time""), (""more updated"",""rooms""), (""Other"",""rooms"")]","{'furniture': [0, 0], 'rooms': [0, 0], 'time': [0, 0], 'Bathroom': [0, 0], 'Building': [0, 0]}"
9857,Crowne Plaza Amsterdam South,"Amsterdam, Netherlands", Super expensive parking Staff at the front desk very inflexible,7/29/2017,4.6,"[(""expensive"",""parking""), (""front"",""desk""), (""very inflexible"",""Staff"")]","{'Staff': [0, 0], 'parking': [0, 0], 'desk': [0, 0]}"
9858,Ayre Hotel Gran V a,"Barcelona, Spain", On our last day we had planned to visit some sights using taxis as I have difficulty walking any distance I wasn t told that the taxis were on strike that day I thought there should have been some notice at reception to let guests know ,7/29/2017,9.6,"[(""last"",""day""), (""using"",""sights""), (""using"",""taxis""), (""walking"",""distance""), (""have"",""difficulty""), (""were"",""taxis""), (""know"",""guests"")]","{'distance': [0, 0], 'guests': [0, 0], 'taxis': [0, 0], 'day': [0, 0], 'sights': [0, 0], 'difficulty': [0, 0]}"
9859,Ayre Hotel Gran V a,"Barcelona, Spain", ac fridge both sucks extra bed Euro 45 per night to high,7/29/2017,7.5,"[(""fridge"",""ac""), (""both sucks"",""fridge""), (""sucks"",""bed""), (""extra"",""bed"")]","{'fridge': [0, -0.3612], 'bed': [0, -0.3612], 'ac': [0, 0]}"
9860,Hotel Vueling Bcn by HC,"Barcelona, Spain", The terrace room was not great Too cramped for 2 pax and no privacy with a toilet with a glass door Terrace a bit of a waste ,7/29/2017,7.9,"[(""room"",""terrace""), (""great"",""room""), (""door"",""glass"")]","{'room': [0.6249, 0], 'glass': [0, 0], 'terrace': [0, 0]}"
9861,Acta Atrium Palace,"Barcelona, Spain", Had a room on the 3 rd floor facing away from the street which was good as the rooms are not very well insulated for sound You get a fair degree of distrurbing noise from people in adjoining rooms or in the hallway ,7/29/2017,7.9,"[(""Had"",""room""), (""floor"",""rd""), (""well insulated"",""rooms""), (""fair"",""degree""), (""noise"",""distrurbing""), (""adjoining"",""rooms""), (""get"",""degree"")]","{'room': [0, 0], 'distrurbing': [0, 0], 'degree': [0.3182, 0], 'rd': [0, 0], 'rooms': [0.2732, 0]}"
9862,Catalonia Passeig de Gr cia 4 Sup,"Barcelona, Spain", Poor bar service and very small pool None of us 5 felt like going in In our global opinion this hotel should not be rated 4 star sup ,7/29/2017,5.4,"[(""bar"",""service""), (""bar"",""pool""), (""very small"",""pool""), (""felt"",""None""), (""rated"",""hotel""), (""rated"",""sup""), (""sup"",""star""), (""global"",""opinion"")]","{'None': [0, 0], 'hotel': [0, 0], 'service': [0, 0], 'pool': [0, 0], 'star': [0, 0], 'opinion': [0, 0], 'sup': [0, 0]}"
9863,Hotel Casa Bonay,"Barcelona, Spain", there for 10 days could have done with a bit of storage space limited bar food very expensive chiringito on roof lovely place but never a free seat closed sunday weds so be aware if you are there those nights last night up at 5 am for flight having had no sleep at all as they had filming in entrance huge lighting rig lots of noise especially when the crew were de rigging metal crates into a lorry ,7/29/2017,5.0,"[(""space"",""storage""), (""chiringito"",""food""), (""very expensive"",""chiringito""), (""chiringito"",""bit""), (""limited"",""chiringito""), (""chiringito"",""bar""), (""place"",""roof""), (""lovely"",""place""), (""free"",""seat""), (""up closed"",""seat""), (""so aware"",""weds""), (""last"",""night""), (""at had"",""sleep""), (""filming"",""lots""), (""huge"",""lots""), (""lots"",""lighting""), (""lots"",""rig""), (""when de"",""crew""), (""rigging"",""crates""), (""crates"",""metal"")]","{'bit': [0, 0], 'food': [0, 0], 'seat': [0.5106, 0], 'place': [0.5859, 0], 'storage': [0, 0], 'rig': [0, 0], 'crates': [0, 0], 'roof': [0, 0], 'chiringito': [0, -0.2263], 'lighting': [0, 0], 'lots': [0.3182, 0], 'sleep': [0, 0], 'crew': [0, 0], 'bar': [0, 0], 'weds': [0, 0], 'night': [0, 0], 'metal': [0, 0]}"
9864,The Cumberland A Guoman Hotel,"London, United Kingdom", Rooms could be spruced up a bit ,7/29/2017,8.3,"[(""spruced"",""Rooms""), (""spruced"",""bit"")]","{'bit': [0, 0], 'Rooms': [0, 0]}"
9865,FourSide Hotel Vienna City Center,"Vienna, Austria", There is a construction site near the hotel working going on all day some of the room are shaking with load noises Non smoking rooms smell of cigarettes Why to charge 16 Euro per day for parking this should be free The room is not maintain properly damaged or broken items ,7/29/2017,6.7,"[(""is"",""site""), (""site"",""construction""), (""noises"",""load""), (""Non"",""rooms""), (""rooms"",""smoking""), (""is"",""room""), (""properly damaged"",""items"")]","{'smoking': [0, 0], 'room': [0, 0], 'load': [0, 0], 'site': [0, 0], 'items': [0, -0.4404], 'construction': [0, 0], 'rooms': [0, 0]}"
9866,Hilton London Green Park,"London, United Kingdom", The property needs renovation the value for money was not proportionate,7/29/2017,7.5,"[(""needs"",""property""), (""needs"",""renovation""), (""proportionate"",""value"")]","{'value': [0, 0], 'property': [0, 0], 'renovation': [0, 0]}"
9867,WestCord Fashion Hotel Amsterdam,"Amsterdam, Netherlands", All servies,7/29/2017,2.5,[],{}
9868,WestCord Fashion Hotel Amsterdam,"Amsterdam, Netherlands", Nothing,7/29/2017,10.0,[],{}
9869,WestCord Fashion Hotel Amsterdam,"Amsterdam, Netherlands", The wifi is not too good,7/29/2017,7.5,"[(""too good"",""wifi"")]","{'wifi': [0.4404, 0]}"
9870,Radisson Blu Style Hotel Vienna,"Vienna, Austria", The size of the room which was small little bit,7/29/2017,9.6,"[(""which"",""bit""), (""small"",""bit""), (""little"",""bit"")]","{'bit': [0, 0]}"
9871,Austria Trend Parkhotel Sch nbrunn Wien,"Vienna, Austria", The hotel is very large with many large groups so it can be a bit noisy although probably for this reason an excellent place to stay if traveling with lots of family At 19 euros the buffet breakfast was rather pricey but we appreciated the cafe with smaller less expensive options ,7/29/2017,7.5,"[(""very large"",""hotel""), (""many"",""groups""), (""large"",""groups""), (""excellent"",""place""), (""breakfast"",""buffet""), (""rather pricey"",""breakfast""), (""appreciated"",""cafe""), (""smaller"",""options""), (""less expensive"",""options"")]","{'hotel': [0, 0], 'groups': [0, 0], 'place': [0.5719, 0], 'breakfast': [0, 0], 'buffet': [0, 0], 'cafe': [0.5106, 0], 'options': [0, 0]}"
9872,Arion Cityhotel Vienna und Appartements,"Vienna, Austria", Parking we had a lot of problems to find a lot first day,7/29/2017,7.9,"[(""had"",""Parking""), (""had"",""lot""), (""find"",""lot""), (""first"",""day"")]","{'day': [0, 0], 'Parking': [0, 0], 'lot': [0, 0]}"
9873,Courtyard by Marriott Amsterdam Arena Atlas,"Amsterdam, Netherlands", The bar restaurant was overpriced There is better value for money and more choice just a short walk away ,7/29/2017,9.2,"[(""restaurant"",""bar""), (""overpriced"",""restaurant""), (""better"",""value""), (""more"",""choice""), (""short"",""walk""), (""away is"",""value""), (""is"",""choice"")]","{'walk': [0, 0], 'value': [0.4404, 0], 'restaurant': [0, 0], 'choice': [0, 0], 'bar': [0, 0]}"
9874,Amadi Panorama Hotel,"Amsterdam, Netherlands", Seems a little outdated somewhat dirty and quite expensive for what you get to be honest ,7/29/2017,4.6,[],{}
9875,Bilderberg Hotel Jan Luyken,"Amsterdam, Netherlands", Nothing,7/29/2017,9.6,[],{}
9876,Bilderberg Hotel Jan Luyken,"Amsterdam, Netherlands", Unfortunately no restaurant Small rooms but guess probably standard for Amsterdam centre ,7/29/2017,9.6,"[(""Small"",""rooms"")]","{'rooms': [0, 0]}"
9877,Mercure Hotel Amsterdam City South,"Amsterdam, Netherlands", The bed was rather hard for me and the shower kept flooding the bathroom ,7/29/2017,8.3,"[(""rather hard"",""bed""), (""kept"",""shower""), (""flooding"",""bathroom"")]","{'bathroom': [0, 0], 'shower': [0, 0], 'bed': [0, -0.1027]}"
9878,Mercure Hotel Amsterdam City South,"Amsterdam, Netherlands", Nothing,7/29/2017,9.2,[],{}
9879,Dutch Design Hotel Artemis,"Amsterdam, Netherlands", Paying for parking,7/29/2017,10.0,[],{}
9880,Dutch Design Hotel Artemis,"Amsterdam, Netherlands", a little bit far away from the tram station,7/29/2017,9.2,"[(""little"",""bit""), (""station"",""tram"")]","{'bit': [0, 0], 'tram': [0, 0]}"
9881,Mercure Josefshof Wien,"Vienna, Austria", The room was relatively small and the hotel corridors feel somewhat old From the several fire proof doors I see along the way to my room perhaps the management think there is some risk of that The bed had a dent in the middle as though they d combined two beds into one ,7/29/2017,7.1,"[(""relatively small"",""room""), (""corridors"",""hotel""), (""feel"",""corridors""), (""several"",""doors""), (""doors"",""fire""), (""doors"",""proof""), (""is"",""risk""), (""along see"",""management""), (""combined"",""beds""), (""had"",""bed""), (""had"",""dent"")]","{'room': [0, 0], 'hotel': [0, 0], 'risk': [0, 0], 'fire': [0, 0], 'bed': [0, 0], 'dent': [0, 0], 'corridors': [0, 0], 'proof': [0, 0], 'management': [0, 0], 'doors': [0, 0], 'beds': [0, 0]}"
9882,Vincci Bit,"Barcelona, Spain", The only minor negative point is the key card didn t always work however a thank you to the lovely maintenance man who I diverted from fixing a safe in another room also the duty manager who also sorted out access on a couple of occasions ,7/29/2017,9.6,"[(""only"",""point""), (""minor"",""point""), (""negative"",""point""), (""card"",""point""), (""key"",""card""), (""lovely"",""man""), (""man"",""maintenance""), (""also fixing"",""room""), (""safe"",""room""), (""manager"",""duty""), (""also sorted"",""access""), (""diverted"",""manager"")]","{'room': [0.4404, 0], 'point': [0, -0.5719], 'duty': [0, 0], 'man': [0.5859, 0], 'access': [0, 0], 'manager': [0, 0], 'card': [0, 0], 'maintenance': [0, 0]}"
9883,Austria Trend Hotel Europa Wien,"Vienna, Austria", Breakfast is pretty basic and no complimentary tea coffee in the room,7/29/2017,8.8,"[(""pretty basic"",""Breakfast""), (""complimentary"",""coffee""), (""coffee"",""tea"")]","{'Breakfast': [0.4939, 0], 'coffee': [0.4404, 0], 'tea': [0, 0]}"
9884,Austria Trend Hotel Europa Wien,"Vienna, Austria", I like smoother sheets,7/29/2017,9.6,"[(""like"",""sheets""), (""smoother"",""sheets"")]","{'sheets': [0.3612, 0]}"
9885,The Toren,"Amsterdam, Netherlands", steep stairs ,7/29/2017,9.6,"[(""steep"",""stairs"")]","{'stairs': [0, 0]}"
9886,Small Luxury Hotel Altstadt Vienna,"Vienna, Austria", nothing ,7/29/2017,10.0,[],{}
9887,Park Plaza Vondelpark Amsterdam,"Amsterdam, Netherlands", Incompetent Staff,7/29/2017,5.0,[],{}
9888,Hilton London Wembley,"London, United Kingdom", The breakfast in the executive lounge could have been better by having hash browns so that a full English breakfast could be eaten and more choice of cereals ,7/29/2017,10.0,"[(""lounge"",""executive""), (""better been"",""breakfast""), (""having"",""browns""), (""browns"",""hash""), (""so"",""browns""), (""eaten"",""choice""), (""eaten"",""breakfast"")]","{'executive': [0, 0], 'hash': [0, 0], 'choice': [0, 0], 'browns': [0, 0], 'breakfast': [0.4404, 0]}"
9889,Hilton London Wembley,"London, United Kingdom", The front desk was helpful but not what you d except for a four star hotel you will have to repeat yourselves a few times The pool was take up with an outside swimming class which were teaching small children and there was no room for a paying guest but this was the only bad points which id like to see change but i will be back thats for sure ,7/29/2017,7.5,"[(""front"",""desk""), (""helpful"",""desk""), (""hotel"",""star""), (""repeat"",""yourselves""), (""few"",""times""), (""see"",""change""), (""take"",""pool""), (""outside"",""class""), (""class"",""swimming""), (""teaching"",""children""), (""small"",""children""), (""was"",""room""), (""paying"",""guest""), (""this"",""points""), (""only"",""points""), (""bad"",""points"")]","{'room': [0, 0], 'times': [0, 0], 'change': [0, 0], 'points': [0, -0.5423], 'star': [0, 0], 'class': [0, 0], 'desk': [0.4215, 0], 'yourselves': [0, 0], 'swimming': [0, 0], 'pool': [0, 0], 'children': [0, 0], 'guest': [0, 0]}"
9890,Corus Hotel Hyde Park,"London, United Kingdom", Our room was quite tired and old The bathroom was very small and it was difficult to get in and out of the bath to have a shower I think the potential to have an accident was quite high ,7/29/2017,7.9,"[(""quite tired"",""room""), (""old"",""room""), (""very small"",""bathroom""), (""have"",""shower""), (""have"",""accident"")]","{'room': [0, -0.4927], 'bathroom': [0, 0], 'shower': [0, 0], 'accident': [0, 0]}"
9891,Corus Hotel Hyde Park,"London, United Kingdom", Room was small,7/29/2017,7.9,"[(""small"",""Room"")]","{'Room': [0, 0]}"
9892,London Elizabeth Hotel,"London, United Kingdom", Not sure where to start The Hotel from the outside looked lovely Reception looked nice Staff OK We had heavy luggage and were advised to use the lift You were lucky if you can fit a suitcase in this lift it was the size of a single wardrobe The room was Outdated No Air Con No batteries in remote control no tea bags and one milk for two We have travelled and stayed in many places this has to be by far the worst Very over priced for what was there we certainly did not want to stay for breakfast ,7/29/2017,5.0,"[(""looked"",""Hotel""), (""looked"",""Reception""), (""had"",""luggage""), (""heavy"",""luggage""), (""use"",""lift""), (""fit"",""suitcase""), (""it"",""size""), (""single"",""wardrobe""), (""Con"",""room""), (""Outdated"",""Con""), (""remote"",""control""), (""bags"",""tea""), (""many"",""places"")]","{'room': [0, 0], 'tea': [0, 0], 'control': [0, 0], 'wardrobe': [0, 0], 'luggage': [0, 0], 'suitcase': [0.3612, 0], 'size': [0, 0], 'Hotel': [0, 0], 'lift': [0, 0], 'Reception': [0, 0], 'places': [0, 0], 'Con': [0, 0]}"
9893,Hotel Rathaus Wein Design,"Vienna, Austria", Would have liked to be in the city center Not enough light in the room ,7/29/2017,7.5,"[(""center"",""city"")]","{'city': [0, 0]}"
9894,Royal Ramblas,"Barcelona, Spain", strange smell of lobby in 3rd floor,7/29/2017,7.9,"[(""strange"",""smell""), (""3rd"",""floor"")]","{'smell': [0, -0.2023], 'floor': [0, 0]}"
9895,Royal Ramblas,"Barcelona, Spain", Room is too small and no spa in the hotel ,7/29/2017,7.9,"[(""too small"",""Room"")]","{'Room': [0, 0]}"
