Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/16/2017,7.7,The Park Grand London Paddington, United Kingdom , N A,3,4380, The staff were friendly and polite The location was ideal for commuting in and out of the centre of London easily There were ample places to go for a meal within walking distance ,35,1,8.3,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/15/2017,7.7,The Park Grand London Paddington, New Zealand , we could not close the door to the main room door without having to lift our bed up and the bathroom was just a wet room that was so small it made the whole bathroom wet stright away,39,4380, the hotel was close to the underground and some nice resturants,12,5,5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']",49 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/11/2017,7.7,The Park Grand London Paddington, Australia , The staff here are indifferent and the hotel didn t respond to communication in the lead up to my stay I arrived 4 hours prior to check in time and had emailed twice in the week leading up to staying to ask for an early check in even offering to pay for it after a 30 hour journey from Australia I didn t receive a response and my room was not ready until 2 hours after their advertised check in time I was offered a toilet off reception to use to change and told they would store my bags The toilet floor was covered in urine It was a disgusting and disappointing start to my trip that coloured my view of the hotel ,125,4380, The rooms have been renovated to look quite nice and are representative of the photos but they re not at all functional to stay in They ve placed extra furniture items in the room in an attempt to correct this but that just makes the spaces cluttered and not all of the additional items are functional either i e additional robe placed in dark entrance mostly filled up by the ironing board hard to see into damp smell emanating from it and makes accessing room awkward I ended up checking out after one night as I was there for 5 days and had work commitments so ease of use with the room was important to me ,118,5,4.2,"[' Business trip ', ' Solo traveler ', ' Club Double Room ', ' Stayed 5 nights ']",53 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/11/2017,7.7,The Park Grand London Paddington, United Kingdom , There was water dripping from the ceiling in the bathroom in the morning which I thought was odd There was also no plug near a mirror to do my hair ,32,4380, The room was huge and very quiet,8,2,7.1,"[' Leisure trip ', ' Solo traveler ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",53 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/10/2017,7.7,The Park Grand London Paddington, United Kingdom , Seat cover in dining room badly ripped which detracted from the ambience a little ,16,4380, A mostly very young staff were very helpful and added to the stay ,15,3,9.2,"[' Leisure trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 2 nights ']",54 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/9/2017,7.7,The Park Grand London Paddington, Australia , Very restricted in bathroom too small and did not like the overhead shower ,15,4380, Staff in Restaurant were very helpful at Breakfast with Gluten Free Diet Selection of food was very good ,20,1,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Twin Room ', ' Stayed 1 night ']",55 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/9/2017,7.7,The Park Grand London Paddington, United Kingdom , First night I was put in a basement room with no signal not ideal when you re trying to work in the evening They moved me for the 2nd night and the TV didn t work for the majority of the evening ,44,4380, Friendly staff and easy to walk to the tube clean rooms,12,1,6.3,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",55 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/8/2017,7.7,The Park Grand London Paddington, New Zealand , Shower screen could have been a little wider so less water splash but we sorted it very quickly as it was ,23,4380, We actually stayed at Grand Royal Hyde Park as there was a problem with the boiler at Paddington one To make up for transfer they gave us free drinks while we waited for the taxi they gave us and gave us free breakfasts at the Hyde Park It was a beautiful hotel ornate turned wood stained glass windows beautiful painted ceilings like being in Rome the staff were polite happy to help and give us information looked after our bag on checkout day until we left London at 7pm Breakfast was in a beautiful large room plentiful full cooked or continental fresh croissants anything you could possibly want The room was very comfortable complete with kettle and fridge and wardrobe View wasn t great overlooked an alley but it was light and quiet no street noise All manner of shops and cafes and the tube just around the corner And Hyde park 50 metres away I would definitely recommend this to others ,164,5,9.6,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 2 nights ']",56 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/7/2017,7.7,The Park Grand London Paddington, Netherlands , Bathroom needed a bit of renovation,7,4380, Paddington is a beautiful suburb and unbelievably quiet for London Rooms are a reasonable size for London and the window could actually be opened which makes a nice change Complimentary fruit water was also a nice touch Definitely would return to this hotel,44,9,7.5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",57 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/7/2017,7.7,The Park Grand London Paddington, United Kingdom , The bed was very uncomfortable and too small The room was smaller than expected and it was a luxury room ,22,4380, The location of the hotel was brilliant the area felt safe and there were shops and cafes with friendly staff Hyde Parks a stones throw away was perfect and a short power walk to Oxford Street instead of public transport The hotel was accessible friendly staff and had good amenities ,52,3,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",57 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/7/2017,7.7,The Park Grand London Paddington, United Kingdom , Nothing Everything exceeded my expectations ,7,4380, Location of the propert was fantastic and near the tube stations Staff was fantastic and even the breakfast seemed over staffed Rooms are modern clean and even presented a complimentary coffee as we waited for our room Luxurious and well price for central London ,46,6,9.2,"[' Leisure trip ', ' Family with young children ', ' Deluxe Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",57 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/7/2017,7.7,The Park Grand London Paddington, United Kingdom , I did not stay long enough to spot any flaws I thoroughly enjoyed the experience ,17,4380, very comfortable room and excellent staff They welcomed us at the hotel with smiles and upgraded our room to a club room for the night for no extra money we ordered room service and the food was absolutely amazing with no exceptions we had salad soup and two main courses all of which we couldnt finish because of the plentiful portions It was not expensive either I am definitely planning on staying at this hotel again or one of others in their chain of hotels Theres plenty of room to keep clothes in built in closets and the shower is great as well Overall an excellent and cozy experience ,111,1,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",57 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/6/2017,7.7,The Park Grand London Paddington, United Arab Emirates , I stayed for 5 days in the hotel First of all the room was very small and not like in the picture very small Then the A C controller was not working in the room so each time I had to call the reception to change the temperature of the room And the door of my room was in the front of the lift and because it is very old lift there was noise from the lift They told me they will change the room but they didn t ,91,4380,No Positive,0,1,5.4,"[' Leisure trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",58 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/1/2017,7.7,The Park Grand London Paddington, United Kingdom , Room very small and air con didn t work but biggest problem was the position of the toilet as the wet room shower glass door was way too close to front of toilet so had to sit sideways and even then easy to hit your head when sitting standing,50,4380, Modern room good location helpful staff ,8,18,6.3,"[' Business trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",63 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,6/1/2017,7.7,The Park Grand London Paddington, Finland , Our room was very small and in a basement That I did not expect The was no space to unpack things from suitcase Not much daylight no view ,30,4380, I am very fond of Bayswater location Breakfast was ok and serving and cleaning tables was quick ,19,1,7.1,"[' Leisure trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 3 nights ']",63 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,5/31/2017,7.7,The Park Grand London Paddington, United States of America , Room was tight bed was so close to wall you could not walk around it Made getting into bed a challenge for one partner ,26,4380, The hotel offered guest a cell wifi mobile app with map and gps ,15,2,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",64 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,5/30/2017,7.7,The Park Grand London Paddington, United States of America , For the hold on my credit card they took a physical impression on carbon paper Can t prove this is related but that same evening I had a fraudulent charge on my card for 0 99 on iTunes The hotel was great but I don t think I will allow anyone to take an impression of my card again ,61,4380,No Positive,0,4,7.5,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ']",65 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,5/30/2017,7.7,The Park Grand London Paddington, United Kingdom , No fridge and only plug sockets were far away other than that the room was faultless ,18,4380, Everything had a nice feel to it The staff were friendly and were always smiling and laughing ,19,2,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",65 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,5/29/2017,7.7,The Park Grand London Paddington, United Kingdom , Booked a Club room when we arrived the room was under the Main Street and didn t even have any windows Hardly 4 Star and what you expect from a Club Room then we asked to be moved in the second room we didn t receive the complimentary Dressing Gowns 2 Bottles of Wine or fruit platter that you were suppose to get with a Club Room Also when going to shower ready for the theatre at 1600 there was no hot water which meant us having to have a freezing cold shower The Club Room Bar they advertise is actually the only bar and the same as everyone else you just go through a different door to get to it with the label Club Lounge on it and we got charged for everything we had in there so don t see the point in having it or the difference in what you get for paying for a better room Tottlag a waste of good money spent ,169,4380, The Porter staff were very friendly the receptionists didn t seem to care ,15,4,5,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",66 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,5/28/2017,7.7,The Park Grand London Paddington, United Arab Emirates , The hotel is fine and well run but the rooms are small But that is the luck of the draw ,22,4380, The Hotel is in walking distance from Paddington Station and so to Heathrow That s my reason for using this hotel ,23,24,7.9,"[' Business trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 3 nights ']",67 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,5/28/2017,7.7,The Park Grand London Paddington, United Kingdom ,No Negative,0,4380, The hotel was perfect for a short stay in the heart of London very conveniently located for Paddington station and the Heathrow Express Highly recommended ,27,2,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",67 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,5/26/2017,7.7,The Park Grand London Paddington, Australia , paying at arrival cause when something goes wrong like there was no hot water next morning you cant just move somewhere else quickly ,25,4380, location is nice and surrounding is also pretty comfortable to find aynthing,13,8,7.9,"[' Business trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 2 nights ']",69 days,51.5142184,-0.1809032
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,8/2/2016,8,The Principal London, United Kingdom , Hotel closing for refurbishment Most of the staff being sacked Future of the hotel likely to be expensive with new staff They are losing their best asset ,29,3150, Breakfast reasonable in price and good quality Comfy bar Good staff ,13,1,7.1,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",366 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/27/2016,8,The Principal London, United States of America , Some of the ground floor spaces needed a facelift which they are now undergoing ,16,3150, Amazing victorianlandmark Hotel in the heart of the city with one of the kindest and most attentive staffs I have encountered ,23,1,9.5,"[' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",372 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/26/2016,8,The Principal London, Portugal , Hotel facade works ,5,3150, Hotel location near the city centre and transportation Free wifi with good signal Room comfort Coffee tea and cookies courtesy ,22,13,8.8,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 3 nights ']",373 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/21/2016,8,The Principal London, United Kingdom , The bedrooms are very tired and a bit grubby looking Air con and extractor were broken ,18,3150, The resection and outside of the building were beautiful and the staff were polite and very helpful ,19,1,6.7,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",378 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/19/2016,8,The Principal London, United Kingdom , hotel not up to scratch in certain areas It will close for refurbishment shortly so hopefully it will sort a few problems out ,25,3150, location very good nice architecture good staff ,9,27,7.1,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",380 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/18/2016,8,The Principal London, United Kingdom , Under going renovation which I wasn t made aware of room comfortable but tired ,16,3150, Location excellent tube round the corner and easy walk to Covent Garden Staff were friendly And helpful ,19,1,7.5,"[' Leisure trip ', ' Family with older children ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",381 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/18/2016,8,The Principal London, Germany , Place is really old cramped and dirty even dirtier than London in general There was a smell in the room I was initially put into and another smell in another room I asked for ,36,3150,No Positive,0,1,4.2,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']",381 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/16/2016,8,The Principal London, United Kingdom , 1 The hotel was redecorating it was not like the pictures shows it can be barely recognized 2 It was a long way from elevator to my room lots of doors just imagine you are carrying one or two suitcases and you still have to open the doors again and again when you walking through a very long way besides nobody is intending to help you terrible experience 3 The in room breakfast was not on time I was almost late on the morning 4 Very old decorations not clean enough 5 It was definitely not worth for the price ,102,3150, The location is great just near Russel Sq Station ,11,10,3.8,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']",383 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/15/2016,8,The Principal London, United Kingdom , Noise from the air conditioning units We may not be able to afford a room once the improvements are completed,21,3150, The location was superb and the staff friendly and helpful There are improvements currently underway but it had little impact We had a with no view and noise from the air conditioning but that was probably a reflection on the price we paid ,45,5,7.9,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",384 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/15/2016,8,The Principal London, Canada ,No Negative,0,3150, Room was clean Hotel has lots of character Breakfast was good Lots of selection Left my smartphone in room on check out I was at airport before I noticed that it was missing Staff found the phone and Sent it to me Thank you Miles for your concern and prompt action ,53,2,8.8,"[' Leisure trip ', ' Group ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",384 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/14/2016,8,The Principal London, United States of America , We had no complaints whatsoever ,7,3150, Hotel Russell is a beautiful historic hotel with amazing public rooms but also very attractive comfortable guest rooms We ll be back ,24,6,10,"[' Leisure trip ', ' Family with older children ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",385 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/10/2016,8,The Principal London, United Kingdom , Double room was small and in need of a freshen up Also woken up a 5am when a noisy generator fired up outside our room this may have something to do with all the building work that is going on at the hotel but when you have had a late night that s the last thing you want ,60,3150, Great looking hotel both inside and out,8,1,6.7,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ']",389 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/8/2016,8,The Principal London, United Kingdom ,No Negative,0,3150, All staff especially Miles on reception were professional and friendly and the rooms were well kept Lounge and Bar arrears felt comfortable and relaxing ,26,3,9.6,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",391 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/8/2016,8,The Principal London, United Kingdom , Sink in bathroom extremely small We were asked for our champagne to room and didnt appear so had to get on check out Also found it very disappointing to be asked to pay for room service on the spot and not able to put on room bill we were very offended by this we have stayed in hotels all over the world and never been asked to do this before In fact had returned from a wonderful holiday in Hong Kong just the week before and had room service and paid on check out Would appreciate some feed back on this matter,103,3150, Enjoyed room service twice very quick and delicious food Comfy bed Lovely breakfast,14,1,9.2,"[' Leisure trip ', ' Group ', ' Champagne Shopping package Double Room ', ' Stayed 2 nights ']",391 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/8/2016,8,The Principal London, United States of America , Nothing at all ,5,3150, Awesome historic building conveniently located next to the underground Staff specifically Miles was incredibly friendly and made our stay an experience ,23,1,10,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",391 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/7/2016,8,The Principal London, Canada , I have stayed at the hotel at least half a dozen times over the past three years The rooms are getting tired and worn The front desk staff are indifferent I tried to break a 50 note at front desk so I could tip the waitress in dining room at breakfast they told me to do it myself at one of the nearby restaurants Major exterior renos going on outside hotel I hope they are going to upgrade the rooms as well I think it is time that I try another hotel ,94,3150, The location of the hotel is amazing You are easy walking distance to all of the London attractions and to the city The old doorman has been here for years a Welcoming face for sure ,37,2,6.3,"[' Leisure trip ', ' Solo traveler ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",392 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/6/2016,8,The Principal London, Australia ,No Negative,0,3150, Staff are extremely friendly and obliging Aircon in my room didn t work so they immediately arranged a move and upgrade Location is brilliant Free wifi Breakfast was good and convenient A great place to stay ,38,1,10,"[' Leisure trip ', ' Family with older children ', ' Single Room ', ' Stayed 2 nights ']",393 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/6/2016,8,The Principal London, United Kingdom , Light outside of the door shines through spy hole and the door frame Unable to turn it off crazy I am a returning client make more of your existing client base ,33,3150, Door staff excellent reception staff excellent I asked for a quiet room and that was what I was given astonishing most London hotels would have ignored my request ,30,1,8.8,"[' Leisure trip ', ' Couple ', ' Single Room ', ' Stayed 2 nights ']",393 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/6/2016,8,The Principal London, Australia , Had to go to local shop for fresh milk as not available from housekeeping staff One awful sandwich in the bar Shame really as other food very good ,30,3150, Beautiful building great location and really helpful staff ,10,3,8.8,"[' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",393 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/5/2016,8,The Principal London, United Kingdom , The first room we were allocated had a musty smell to it but we were efficiently moved across to another room with no bother at all Some areas need updating but this was already underway in some parts of the hotel Shower was very noisy ,47,3150, Plenty of choice for breakfast with very nice tea and coffee full English and continental available with fresh croissants and pastries also Location was perfect as it was very close to tube station but also within walking distance of the major shops and attractions and opposite Russell Square Gardens Staff were very pleasant and helpful ,57,6,9.2,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",394 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/4/2016,8,The Principal London, Australia , I had requested a quiet room Given room on the 6th floor air conditioning not cooling room but extremely noisy room very hot Blocked bath drain shower faulty water filling the bath from the bath tap while shower on Requested room change Given Room on 2nd floor Windows blocked out no daylight Extreme noise from continual external exhaust fans between 5am until 11pm Worst sleep ever Old noisy air conditioning system also Hotel undergoing major building works not advised of this When booking I booked for 3 nights and wanted to cancel the last night to go elsewhere but hotel unable to advise about cancellation as I had made the booking through Booking com ,116,3150,No Positive,0,5,5,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",395 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/3/2016,8,The Principal London, United Kingdom , The bed was huge plenty of room but the mattress was extremely hard and slightly bowed Both my husband I had an uncomfortable nights sleep woke in the morning with aching backs which was a first for both of us ,42,3150, The hotel was clean and the room was well knitted out shower brilliant The staff were lovely ,19,5,7.9,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",396 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/2/2016,8,The Principal London, United States of America , see adjacent box ,5,3150, Breakfast was not fresh Potatoes the standard fried triangles were stale and over fried Pastries were not fresh and gave off a stale taste I m comparing the Russell Hotel breakfast buffet to that at the Euston Hilton Hotel at Upper Woburn which was excellent ,47,1,8.3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",397 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/1/2016,8,The Principal London, United States of America , ,2,3150, Fabulous service Gorgeous old world charm Modem spacious room Loved having such a helpful doorman Every day after a busy day of sightseeing how wonderful to be greeted by cold water infused with fresh fruit at the reception counter ,41,26,10,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",398 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,7/1/2016,8,The Principal London, United States of America , The room was a bit small but that s a function of the hotel maintaining the Victorian style we liked Work on the hotel was in progress while we were there so the machine sounds in the lobby were deafening at times ,44,3150, We generally loved this hotel We d passed it and admired its statuesque grandeur when we d been in Bloomsbury before So we thought we d try staying there The location is excellent so close to a tube stop that even with baggage getting in from Heathrow was do able The hotel s Victorian style has been maintained so noticing the dragon sculpture on the staircase a twin to the one lost on the Titanic and other unique period features the staircase itself the chandelier etc was a delight every time we left our room The staff was very helpful ,102,2,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ']",398 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/30/2016,8,The Principal London, United States of America ,No Negative,0,3150, The Hotel Russell is a rare survivor of a bygone era Few hotels today can match the historical opulence of the Russell Hotel It is worth a visit if only to have a drink at the bar ,39,11,9.2,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']",399 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/28/2016,8,The Principal London, United Kingdom , Room and hotel generally were a little dark Pillow was lumpy Decor and furniture a little tired ,19,3150, Location perfect and delightful area not too busy Lovely park opposite Nice restaurants and bars in the area Character of hotel is beautiful with lovely marble and tiled features Staff polite and helpful Our room was large with nice bathroom Would definitely stay there again ,47,1,7.9,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 3 nights ']",401 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/27/2016,8,The Principal London, United States of America , Seems like room would be very hot in summer Air conditioning did not cool room very much when I used it but not a real issue in June ,30,3150, This is a large classic hotel Interior by the man who did the decorating of the Titanic Located very close to the tube makes it great for getting around Room much larger than most in London Right across street from park Near British Museum ,46,1,8.8,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",402 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/27/2016,8,The Principal London, United Kingdom , The rooms are dingy and in serious need of an upgrade with chipped furniture and old fittings ,19,3150, Great central location and a monument to Victorian grandeur on the architecture of the hotel ,17,2,5.8,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",402 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/26/2016,8,The Principal London, United Kingdom , The hotel was being renovated which gave it a slightly run down appearance The sink in our room was cracked and there was no hair conditioner available in the hotel The television was very small and dated ,39,3150, The staff were particularly friendly and helpful It was our 25th wedding anniversary which came out in conversation when we checked in We were surprised and delighted to find a card a bottle of champagne and 2 delicious cakes beautifully presented in our room on the day This was a very thoughtful and kind gesture which would encourage us to pay a return visit ,66,5,7.9,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",403 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/26/2016,8,The Principal London, United Kingdom , N A,3,3150, Staff were really friendly and they catered to all our needs Everything was very clean our requests were all fulfilled which made this an extra special stay for a birthday I couldn t fault a single thing ,39,1,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",403 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/24/2016,8,The Principal London, United Kingdom , We had a small claustrophobic room next to the noisy road with a questionable air con system and the shower did not work An engineer failed to repair it and after several cold showers we were moved to a new quieter and better room the next day and were compensated for the inconvenience ,55,3150, Great location for what we needed Beautiful exterior and lobby and bar area,14,1,5.8,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",405 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/24/2016,8,The Principal London, United States of America ,No Negative,0,3150, Hotel Russell is my preferred hotel in London The Piccadilly line takes you from the airport directly to the hotel Russell station and then you are in the central part of London close to the British Museum and many historic sites The hotel itself is historic and charming and is undergoing renovations The only downside is the lack of airconditioning the room did have a fan ,68,16,7.9,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ']",405 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/21/2016,8,The Principal London, United Kingdom , Shower was a bit different to work taps slightly broken and the tap you pull up was broken ,20,3150, Very clean and comfortable good location Breakfast was very good fresh food ,14,1,9.2,"[' Leisure trip ', ' Couple ', ' Champagne Shopping package Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",408 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/21/2016,8,The Principal London, United Kingdom , We chose that hotel because of its locations but the room was an interior one and the view was awful which was very disappointing Interior rooms shouldn t cost the same money The Windows weren t closing and some parts need refurbishment ,44,3150, The location was good and it is easy to get to the main attractions in London from there ,20,1,5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",408 day,51.5226217,-0.1251602
